userName,content,score,sentiment
Pengguna Google,"akhir akhir ini koneksi terputus terus!! download dan streaming aja lancar kok , buka aplikasi dana koneksi terputus nih trus!!! bintang 1 kalau gini mulu!!!",1,Negatif
Pengguna Google,"kenapa setelah diupdate malah error aplikasinya. padahal jaringan bagus, masuk aplikasi ada tulisan ""koneksi terputus nih"" dan tidak bisa digunakan sama sekali, harus pakai wifi baru bisa digunakan. Tolong diperbaiki lagi aplikasinya jangan sampai pengguna kecewa.",1,Negatif
Pengguna Google,"saldo hilang tanpa ada transaksi apapun, sat kami menanyakan hak kami malah di persulit, sangat kecewa dengan layanan dana, saldo bukan sedikit",1,Negatif
Pengguna Google,aplikasi jelek,1,Negatif
Pengguna Google,"dana apk sampah gak berguna lagi kepada semua orang yang mau pakai wallet/dompet digital saya sarankan mending pake gopay aja, jangan dana,",1,Negatif
Pengguna Google,"Saya mengalami kendala tidak bisa login ke akun dana saya, Tertulis bahwasanya akun saya di tangguhkan. Tetapi, ketika login di device yang lain akun dana saya bisa login. Hanya di device ini yang tidak bisa login ke akun dana saya. Perbaiki masalah ini baru saya kasih bintang 5. Terimakasih",1,Negatif
Pengguna Google,kenapa dana instant saya gak ada padahal transaksi udah banyak tiap hari dan dana saya udah premium kenapa dana instant saya gak ada ??,1,Negatif
Pengguna Google,aplikasi korup gua uang hilang 28.000 Rp,1,Negatif
Pengguna Google,"mengapa layanan begitu jelek,, tolong diperbaiki,, saat ini sy tida dapat beraktivitas atau ngirim uang ke keluarga saya terimakasih",1,Negatif
Pengguna Google,"Kenpa ribet dan susah sekali penghapusan account, saya punya account yang baru terdaftar dan sudah ada isi saldo, tidak bisa di gunakn di sebab kan Belum premium, data saya masih tersangkut di account lama, sudah beberapa kali saya apus account namun gagal gagal terus pihak cs di tidak bisa menangani hal tersebut sudah telpon juga hasil nya nihil, saya jadi merasa srugi kan dari segi waktu dan kouta pulsa, kenapa tidak bisa transaksi dikarna kan harus premium dulu, taaek!!!",1,Negatif
Pengguna Google,"aku da lama pake, tiba"" saldo ku hilang entah kemana trus tiba"" ada tagihan padahal belum pernah aktif kan dompet hutang mau buat gak jelas aplikasi apa ini cs ya gak niat kerja",1,Negatif
Pengguna Google,11-12 sama aplikasi pemerintah.....(T0LOL),1,Negatif
Pengguna Google,aplikasi penipu biadap para admin 🐖🐖🐖🐖,1,Negatif
Pengguna Google,kenapa dana cicil saya tidak bisa di gunakan bertransaksi pembayaran. mau beli pulsa aja susah ga bisa ada bacaan dana cicil. sedang tidak tersedia itu kenapa yah kak,1,Negatif
Pengguna Google,aplikasi nggak jelas.dri premium tiba2 suruh daftar lagi.giliran mau daftar gagal terus.klo nggak krn masih ada saldonya males bgt pake DANA,1,Negatif
Pengguna Google,apl apaan ini selalu gangguan transaksi lelet,1,Negatif
Pengguna Google,kecewa dgn aplikasi nya,1,Negatif
Pengguna Google,"gak bisa log in, selalu sibuk/maintenance, padahal 2024 pernah pake, tapi sudah 3 bulan terakhir gak bisa masuk, nomor masih sama & masih aktif. mohon perbaikannya",1,Negatif
Pengguna Google,sudah 2 kali kejadian ngisi/topup emoney gak masuk... ada 1000 user di indonesia kalo di rugiin kyk gini dapet banyak tuh DANA 🫣,1,Negatif
Pengguna Google,"aplikasi penipu nomor 1 di dunia.... katanya kalo isi saldo dibawah 50 ribu kena admin 1500, faktanya isi 200 ribu juga di potong 1500.... terbukti PENIPU",1,Negatif
Pengguna Google,kecewa delay nya lama banget ampe 1 hari padahal uangnya dibutuhkan,1,Negatif
Pengguna Google,"jelekkkk, gampang kebobolan duit gue kesedot apk, apk burukkkk",1,Negatif
Pengguna Google,kenapa di hp saya tidak bisa buka ya pak,1,Negatif
Pengguna Google,"stop pakai dana,, sdh maling saldo",1,Negatif
Pengguna Google,aplikasi bodong baru downlod mau uprage lelet g gak bisa bisa folol,1,Negatif
Pengguna Google,mau masuk aplikasi lelet banget,1,Negatif
Pengguna Google,Bintang 1 aplikasinya sangat jelek sangat lambat dalam membantu kita buat memproses hal tentang penipuan,1,Negatif
Pengguna Google,kok aku mau top up Roblox malah nggak bisa padahal udah ada uang nya yg lebih 50 rp malah nggak mau itu dana nya menolak transaksi nya apalah,1,Negatif
Pengguna Google,"aplikasi yang tidak Amanah lagi, masa transaksi sendiri padahal saya tidur hp gak di buka dana 200rb malah tinggal 70rb aneh banget? ayo semuanya yang maen dana dana lagi pindah ke seabank dana sudah tidak Amanah lagi tiba tiba transaksi sendiri aneh",1,Negatif
Pengguna Google,"kenapa mau daftar di bilang KTP bermasalah ,tidak bisa daftar DANA premium. minta solusi malah gak jelas.",1,Negatif
Pengguna Google,"aplikasi dana saya kok gak ada fitur dana cicilnya yah padahal udah bertahun-tahun bertransaksi di dana, tolong solusinya",1,Negatif
Pengguna Google,dana cicil kampreeett,1,Negatif
Pengguna Google,"Tarik tunai dana lewat ATM BCA KAGA MUNCUL MUNCUL KODENYA , NUNGGUIN DARI SEMALAM KAGA ADA BALIK LAGI MALAH DI SURUH NUNGGU 5 hari SUEEE",1,Negatif
Pengguna Google,"Dana cicil ditolak mulu, males skrg pake dana",1,Negatif
Pengguna Google,"sangat2 kecewa sma DANA, dana instan sya kok tidak bisa di gunakan dengan alasan data tidak memenuhi syarat terbaru dana instan,tpi sblm nya udh 2x cair dan tidak pernh telat bayar.. parahhh bgt dana",1,Negatif
Pengguna Google,apk jelek selalu bikin transaksi sendiri tanpa persetujuan,1,Negatif
Pengguna Google,bagaiman bisa anda mengijinkan aplikasi mengambil uang saya tanpa seijin dari saya tanpa memasukkan kata sandi main ambil saja itu namanya pencurian,1,Negatif
Pengguna Google,"dana cicil Uda 100 hari lebih gabisa di pakai anjg, nyesel bayarnya, mau buat laporan di persulit, males pakai dana lagi!!!",1,Negatif
Pengguna Google,udah update ke tg terbaru. kok malah suara pemberitahuan nya hilang. padahal sudah versi terbaru gmna ni yaa.. notifikasinya baik dana maupun handpone udah di aktifin. tapi suara nya gak ada. volume max.,1,Negatif
Pengguna Google,masa isi saldo 100 masuk nya 40 ribu padahal di dana di bilang diterima 100 ribu,1,Negatif
Pengguna Google,saya minta bantuan malh ga jelas di bikin binggubg Diana apk babi,1,Negatif
Pengguna Google,"saya hampir tiap hari melakukan transaksi pakai dana,entah itu menerima dan transfer uang,belanja pake Qris, transaksi online dan sebagainya.Tapi saat muncul dana cicil atau paylater,malah gagal aktivasi, dengan alasan disuruh perbanyak transaksi.kalo beginimah otomatis uninstall",1,Negatif
Pengguna Google,"saya tanya ke aplikasi ini untuk minta bantuan malah ga ada jawaban sama sekali! sangat tidak membantu fitur nya, saya tanya tapi tidak ada jawaban sama sekali! tidak ada solusi!",1,Negatif
Pengguna Google,sistem dana bobrok,1,Negatif
Pengguna Google,"buat pihak dana saya meminta tolong sekali,,, akun dana saya tidak bisa kirim saldo/ akun saya beku,, saya meminta kepada pihak dana untuk membantu dan memperbaiki akun saya secepat mungkin🙏🙏 saya sudah lama sekali lapor lapor tetapi blm juga bisa di pakai akun dana saya ,, semoga cepat selesaii",1,Negatif
Pengguna Google,"mau crita ini gaes prtma danaku msih 24rb trs semalam aku isi 20 rb lagi, tiba² saldonya naik jdi 25rb pdhl nggak ada langganan/tf sama skli , trs yg 19rb ilang kmna coba di riwayat pesan nggak ada pemberitahuan sama skli",1,Negatif
Pengguna Google,saya kecewa krn saya topup 600ribu dana yg saya topup tdk masuk pdhal transaksi berhasil,1,Negatif
Pengguna Google,dana cicil ngga ke buka buka padahal udah transaksi juta juta an,1,Negatif
Pengguna Google,aplikasi buruk buka dana cicil tapi tidak bisa di gunakan padahal ada limit,1,Negatif
Pengguna Google,aplikasi aneh. dana cicil sudah di lunasi tetapi setelah itu tidak bisa di gunakan. padahal saya tidak pernah menunggak. dan satu lagi limit saya tersedia jelas. anehnya tidak bisa di gunakan sama sekali sudah 2 hari,1,Negatif
Pengguna Google,Dana bagus buat transksi. tapi saat ada masalah cs susah di hubungi. jawaban lama. menghubungi ke pusat bantuan. di arahkan ke diana. jawaban muter muter terus. bikin kesel. gak ada jalan keluar nya. kaya tutup telinga. tolong di tingkatkan di cs nya. biar ada cs bukan robot. terima kasih,1,Negatif
Pengguna Google,aplk jelek uang sya langsung hilang kembali kan uang sya,1,Negatif
Pengguna Google,"DIBACA KALO ADA EMAIL ITU DIBACA, UDAH 1 TAHUN SAYA NANYAAA DIDIEMIN DOANG GA ADA TINDAK LANJUTNYA",1,Negatif
Pengguna Google,"aplikasi makin buruk,fitur dana cicil sudah di bayar tidak ada tagihan dan limit tersedia tapi tidak dapat di gunakan",1,Negatif
Pengguna Google,tolong lah dana cicil ku di kluarkn. kalian cek lgi akun ku.smua syarat Uda trpenuhi kpan kluar dana cicilku iki.gk jelas smua syarat Uda trpenuhi.tpi GK kluar2 Uda 5 Thun ak mkek dana.kok blum jgak ad fitur dana cicil ku.ap GK ad Klian cek akun ku.,1,Negatif
Pengguna Google,dana cicil saya malah ga bisa d gunakan.. pdhl udah lunas semua,1,Negatif
Pengguna Google,"tolong kembalikan uang saya min yang asal nya 100.000 malah jadi 23.000 yang 76.000 nya kemana ko bisa hilang begitu saja min, saya tidak ngirim ke mana-mana pas saya cek ke aplikasi DANA uang saya yang semalam 100.000 pagi nya ko jadi 23.000",1,Negatif
Pengguna Google,"Error trsss...dana cicil ny ga bisa d pakai, pdhl limit ada",1,Negatif
Pengguna Google,saya edit ulasan....saya di tipu pihak dana.dan mngkin kerja sama dengan pt dari pintu mana saja saldo saya terkuras habis... tanpa ampun....perhatian untuk smuanya...jangan sampai menyesal .....pihak dana tidak ada tanggung jawabnya,1,Negatif
Pengguna Google,luar biasa bagus,1,Negatif
Pengguna Google,"saldo hilang secara tiba2 aplikasi bajakan gak,nyesel download aplikasi ini kalo taunya gini",1,Negatif
Pengguna Google,apdet tu aplikasi lu jaringan bagus malah ngelag,1,Negatif
Pengguna Google,ada limit 300 ribu tapi tidak bisa di pakai,1,Negatif
Pengguna Google,dana cicil saya gak ad parag,1,Negatif
Pengguna Google,internet saya hilang jadi gabisa mengunakan dana sken,1,Negatif
Pengguna Google,bener bener bikin emosi pake ini aplikasi Uda seminggu full saya tidak bisa melakukan transaksi sama sekali dan ternyata akun saya dibekukan uda mencoba berbagai cara tetap ga bisa akhirnya saya coba chat cs nya dan jawaban cs bener bener tidak bisa membantu saya sama sekali mending ganti pakai aplikasi yang lebih layak,1,Negatif
Pengguna Google,suardi,1,Negatif
Pengguna Google,"bikin laporan pemulihan akun yg dibekukan, nunggu sampe berhari hari tidak ada kemajuan sama sekali, bertahun tahun pake aplikasi dana, dan baru kali ini saya kecewa atas layanan cs nya yg kaku intinya saya hanya ingin memulihkan akun saya yg dibekukan",1,Negatif
Pengguna Google,buruk,1,Negatif
Pengguna Google,MOHON ...TOLONG DATA RIWAYAT TERANSAKSI ITU DI DANA SETIAP DETIK TRANSAKSI DI UPDATE.jNGAN PAKAI JAM.SBLUM KAMI PINDAH KE LINK AJA seabnk,1,Negatif
Pengguna Google,FB nya di DM gak ngerespon aneh gak ngerti bikin pusing aja,1,Negatif
Pengguna Google,kenapa dana ngg aman tlong mending jangan pake dana masa saya tidak merasa transaksi tiba saldo ke kirim ke seabanj atas nama Bain yang rekeningnya tidak terdaftar di dana uang saya hilang 1.300.000,1,Negatif
Pengguna Google,saya sudah melakukan transaksi selama 30 hari menggunakan aplikasi dana. kenapa tidak ada notifikasi aplikasi dana cicil itu muncul,1,Negatif
Pengguna Google,GK ada fitur dana cicil,1,Negatif
Pengguna Google,ingin memunculkan dana cicil,1,Negatif
Pengguna Google,kenapa saya tidak bisa Install aplikasi dana ini?,1,Negatif
Pengguna Google,"emang harus ganti ke gopay,makin gak jelas ini apk kebanyakan gangguan",1,Negatif
Pengguna Google,duit saya belum balik jadi saya bagi 1 bintang aj dulu sebab duit hilang di apk ini,1,Negatif
Pengguna Google,semakin lama dana semakin mempersulit user.. daftar aja harus verifikasi via WhatsApp.. NGGA SEMUA HP PUNYA WHATSAPP WOYYY!!? NOMER AKTIF TAPI DIMINTA VERIF WHATSAPP MULU.. LO TERAFILIASI AMA WHATSAPP?? NGGA KAN? UDEHH SMS AJA KGK USAH MEMPERSULIT USER BARU. USER BARU=TRANSAKSI BARU.. LO UNTUNG USER NYAMAN,1,Negatif
Pengguna Google,GK bisa login,1,Negatif
Pengguna Google,banyak potongan.mending gopay,1,Negatif
Pengguna Google,Tolong Segera Di Perbaiki Dong Tf Ke Bca knp Gangguan Mulu,1,Negatif
Pengguna Google,"Heran loh padahal saya transaksi berjuta""tiap bulan gak di kasih fitur itu sedangkan yang gablay Mala di kasih fitur itu ,seharus nya pihak dana developer nya ataupun yang punya perusahaan dana bisa beda mana pelanggan /konsumen aktif dan mana yang tidak ( kasian yang penguna aktif ber transaksi di sana ini tapi gak muncul dana instan dan dana cicil apa admin nya /manager nya tolol merekrut orang untuk di Batasin penguna yah sumpah sampah kali loh yang aktif gak dapat sedangkan yang baru dpt",1,Negatif
Pengguna Google,terlalu banyak bug nya,1,Negatif
Pengguna Google,"aku baru top-up dari rekening BNI ke DANA, kemarin jam 8 ga ada masuk sama sekali, udah aku tunggu 1x24 jam, ga ada masuk juga. Ini gimana solusinya woyyyy, uang mau dipake juga malah stuck. Tolong segera ditangani yaa tim DANA",1,Negatif
Pengguna Google,"heraannn saya lama2 sama apk dana,tolong agar semua bugnyaa di perbaiki",1,Negatif
Pengguna Google,Sayaaa Menyesal Download Apk ini Uang Sayaa Ilang Tibaaa²,1,Negatif
Pengguna Google,"hadeh uang ludess baru gajian pengamanan nya masih kurang emng dari dulu masih aja blum ada peningkatan tolong dong pihak apk dana ini gimana ngatasin nya,Udha ngadu ngeluh ke admin gada juga solusi malah seperti sepele gada ngasih2 solusi,kalo cumn ratusan ribu mah ga sampe segini nya saya ngeluh,tolong gimn nasip orng2 yg seperti saya ini,",1,Negatif
Pengguna Google,"saya bilang saya dapet izin dari yang punya, sedangkan yang punya akun saja tidak bisa masuk di karenakan face idnya eror terus, saya di suruh hubungi pihak dananya untuk memperbaiki, kan saya sudah jelaskan di dalam chatnya ini secara pribadi jikalau ada apa apa saya sepenuhnya bertanggung jawab atas akun itu, lagi pula ngasih bukti juga sudah dan pemilik akun memberikan pinya kepada saya, kalo saya niatan berbohong mana mungkin saya tau pinya, ga tau ya terserah aja saya ikhlas semoga berkah",1,Negatif
Pengguna Google,"notif telat bgt trx jam 15.30 notif jam 22.21,gak wajar, delay enya juga keseringan, gangguan trus, dari buat cashback cashback bullshyt mending benerin dlu masalah masalah kek gini",1,Negatif
Pengguna Google,"aktivasi dana cicil paylatter saya selalu gagal, kenapa?",1,Negatif
Pengguna Google,gimana bisa dapat menggunakan dana cicil. sedangkan di akun saya ga ada fitur tersebut. saya menggunakan dana sudah lebih 6thn. dan transaksi saya dlm sebulan lebih dari 10jt. tolong penjelasanya min,1,Negatif
Pengguna Google,tolong dong untuk penghapusan akun dana ko gk ada kelanjutannya gimana dah di suruh nunggu tapi gak tau kapan tau tau masih ada akun ya,1,Negatif
Pengguna Google,aplikasi parah tidak berguna,1,Negatif
Pengguna Google,"Aplikasi ampas makin lama dipake makin ga jelas, udh berapa kali ya gw tiap mau transfer ke rekening bank pending Mulu disuruh tunggu 24 jam malam ini terjadi lagi dengan kejadian yg sama tanggal 26 mei 2026 ga niat banget bikin dompet digital hadehhh",1,Negatif
Pengguna Google,"kecewa sekali knp, error mau buka aktivitas ga bisa mau beli pulsa di buka ga bisa padahal jaringannya lancar",1,Negatif
Pengguna Google,sangat membantu,1,Negatif
Pengguna Google,jelek bisa di bajak orang lain .. kapok udah brpa kali uangku hilang di aplikasi ini ..,1,Negatif
Pengguna Google,"hati hati sekarang jangan menyimpan saldo disini karena sudah banyak kejadian saldo hilang, termasuk saya... komplain ke dana malah dibikinin surat laporan kepolisian.. intinya jangan pake aplikasi ini",1,Negatif
Pengguna Google,jelek saldo sering hilang sendiri,1,Negatif
Pengguna Google,"aplikasi tidak jelas,katanya kalau transfer ke qris nggak harus premium,pas saya mau transfer malah kaga bisa, penipuan!",1,Negatif
Pengguna Google,Susah login,1,Negatif
Pengguna Google,dana tolol dikata nomer udah ga aktip masih Bae minta kode otp scan muka udah berkali kali masih ada minta kode otp emang dasar tolol apk ga guna setan duit gw ada 5juta di dana ga bisa login tolol,1,Negatif
Pengguna Google,gjls saldo otomatis terpotong minimal kasih penyetujuan lah,1,Negatif
Pengguna Google,"dana udah kasus bgt, duit ilang mulu. kehilangan hampir 800rb gak bisa balik kampr***t",1,Negatif
Pengguna Google,banyak celah penipuan gimana ini pihak dana tanggung jawab nya,1,Negatif
Pengguna Google,tida bisa masuk,1,Negatif
Pengguna Google,apk nya jelek,1,Negatif
Pengguna Google,banyak penipuan dan mudah ditipu... transaksi tidak ada pemberirahuan,1,Negatif
Pengguna Google,pihak dana terburuk,1,Negatif
Pengguna Google,gua udh ngasih foto muka gue malah kgk bisa² tll,1,Negatif
Pengguna Google,dancilnya ga bs kepake,1,Negatif
Pengguna Google,tidak puas dengan pelayanan dana,1,Negatif
Pengguna Google,jelek saldo dana saya di hilang,1,Negatif
Pengguna Google,setiap cicilan saya ngga pernah telat tapi limit dana cicil masih aja 100 rb aneh,1,Negatif
Pengguna Google,b*ngsat ngurangin terus uang nya padahal gak di belipun ngurangin,1,Negatif
Pengguna Google,tidak ada dana cicil nya,1,Negatif
Pengguna Google,apalah aplikasi Dana ini cs nya tidak bisa menindak lanjutkan masalah transaksi,1,Negatif
Pengguna Google,kecewa dana instan saya tidak bisa minjam gagal terus.padahal byar tepat waktu trus,1,Negatif
